GEOID,2010 Total Population,2010 White Population,2010 African American Population,2010 Asian Population,2010 Other Races Population,2010 Hispanic Population,2010 Total Households,2010 Occupied Households,2010 Vacant Households,2000 Total Population,2000 White Population,2000 African American Population,2000 Asian Population,2000 Other Races Population,2000 Total Housing Units,2000 Occupied Housing Units,2000 Vacant Housing Units,2000 Hispanic Population
3.9049E+11,1366,268,939,17,142,111,829,694,135,1661,323,1127,4,207,793,763,30,204
3.9049E+11,492,156,244,5,87,113,321,271,50,2581,854,1385,17,325,1412,1105,307,248
3.9049E+11,1224,342,780,16,86,79,633,530,103,1315,547,662,21,85,636,571,65,44
3.9049E+11,880,229,562,8,81,68,481,385,96,954,351,528,9,66,481,460,21,52
3.9049E+11,795,692,79,5,19,29,340,329,11,797,711,70,4,12,340,332,8,5
3.9049E+11,714,590,106,6,12,6,305,284,21,676,588,77,1,10,306,298,8,2
3.9049E+11,807,459,301,5,42,42,440,380,60,835,548,253,15,19,441,383,58,30
3.9049E+11,979,217,663,15,84,68,461,396,65,1296,404,751,24,117,533,491,42,165
3.9049E+11,1370,477,736,32,125,82,626,533,93,1411,749,589,19,54,636,591,45,40
3.9049E+11,829,621,162,7,39,26,427,394,33,864,714,126,3,21,430,412,18,4
3.9049E+11,1070,538,475,14,43,42,594,527,67,1154,676,413,19,46,603,559,44,9
3.9049E+11,1167,567,517,13,70,48,762,646,116,1255,777,395,16,67,757,706,51,34
3.9049E+11,596,196,354,9,37,26,295,245,50,605,297,277,10,21,290,262,28,14
3.9049E+11,1399,345,941,11,102,71,727,618,109,1466,628,744,20,74,734,684,50,32
3.9049E+11,1202,566,589,12,35,14,569,548,21,1313,686,580,13,34,569,555,14,8
3.9049E+11,1221,873,288,17,43,21,627,587,40,1126,867,223,13,23,544,523,21,5
3.9049E+11,483,38,417,1,27,0,315,206,109,688,21,639,4,24,355,267,88,2
3.9049E+11,641,28,596,0,17,5,407,269,138,877,17,820,1,39,422,345,77,10
3.9049E+11,666,17,609,5,35,10,337,290,47,863,25,753,0,85,440,381,59,1
3.9049E+11,839,194,572,7,66,19,560,408,152,922,150,713,3,56,568,456,112,14
3.9049E+11,1258,48,1094,65,51,28,742,322,420,1685,75,1469,43,98,713,658,55,19
3.9049E+11,1110,49,1005,6,50,38,684,545,139,1264,41,1176,10,37,654,540,114,8
3.9049E+11,968,700,179,37,52,31,743,665,78,712,442,236,13,21,472,439,33,17
3.9049E+11,951,770,111,46,24,22,766,667,99,508,182,312,0,14,144,143,1,10
3.9049E+11,1186,612,489,23,62,40,402,330,72,959,334,581,12,32,387,315,72,17
3.9049E+11,2147,1801,145,83,118,173,1480,1306,174,1824,1459,218,62,85,995,950,45,83
3.9049E+11,666,132,494,3,37,27,449,336,113,859,73,734,2,50,602,467,135,8
3.9049E+11,776,109,622,1,44,14,510,358,152,867,92,734,4,37,525,390,135,26
3.9049E+11,695,239,419,1,36,9,365,316,49,791,194,568,3,26,394,342,52,11
3.9049E+11,652,157,458,8,29,23,463,362,101,905,116,738,5,46,555,450,105,13
3.9049E+11,528,125,355,2,46,15,257,215,42,674,59,579,2,34,286,242,44,8
3.9049E+11,873,265,559,12,37,13,547,382,165,1044,159,827,5,53,545,411,134,13
3.9049E+11,555,187,324,1,43,12,345,286,59,737,154,545,5,33,362,313,49,7
3.9049E+11,749,485,235,3,26,16,477,383,94,756,325,386,15,30,494,416,78,15
3.9049E+11,1147,464,613,10,60,29,794,609,185,1337,367,934,5,31,819,663,156,22
3.9049E+11,1653,978,541,50,84,40,1412,1123,289,1113,754,299,17,43,975,921,54,20
3.9049E+11,1288,920,244,62,62,66,1140,1043,97,1082,776,208,47,51,920,810,110,35
3.9049E+11,1370,503,789,3,75,51,546,497,49,1432,608,724,17,83,742,561,181,23
3.9049E+11,2864,2503,70,207,84,53,1882,1780,102,1480,1331,38,90,21,1111,992,119,25
3.9049E+11,1163,958,90,29,86,85,669,578,91,990,861,58,29,42,676,428,248,21
3.9049E+11,663,508,90,6,59,37,307,214,93,784,608,84,33,59,349,287,62,29
3.9049E+11,923,585,248,21,69,38,419,328,91,1028,708,221,40,59,410,356,54,16
3.9049E+11,939,760,106,7,66,36,384,329,55,1025,893,69,16,47,385,365,20,22
3.9049E+11,872,593,200,3,76,38,284,202,82,1066,761,244,2,59,280,238,42,15
3.9049E+11,756,577,77,14,88,42,308,249,59,838,733,52,27,26,329,299,30,14
3.9049E+11,854,670,114,13,57,41,335,279,56,900,821,37,0,42,334,309,25,12
3.9049E+11,1733,1419,176,25,113,76,794,686,108,1802,1601,118,21,62,797,737,60,19
3.9049E+11,860,792,32,2,34,30,396,381,15,922,884,25,3,10,396,384,12,6
3.9049E+11,753,631,50,5,67,45,329,302,27,794,720,42,7,25,353,342,11,20
3.9049E+11,898,792,55,5,46,39,444,412,32,944,888,40,2,14,440,420,20,14
3.9049E+11,857,733,52,24,48,49,439,416,23,883,818,42,8,15,437,412,25,8
3.9049E+11,829,587,141,14,87,67,322,248,74,949,790,95,27,37,333,290,43,18
3.9049E+11,1000,732,131,20,117,108,413,320,93,1109,836,187,32,54,421,366,55,32
3.9049E+11,830,592,103,27,108,59,371,316,55,902,721,110,13,58,368,334,34,28
3.9049E+11,657,278,250,14,115,77,316,213,103,728,282,361,19,66,315,247,68,30
3.9049E+11,1233,495,565,28,145,100,617,441,176,1497,497,834,29,137,633,542,91,49
3.9049E+11,693,345,228,20,100,67,289,217,72,807,477,247,18,65,297,252,45,49
3.9049E+11,732,390,258,0,84,52,278,214,64,749,512,210,4,23,280,251,29,13
3.9049E+11,946,646,181,21,98,64,391,305,86,1024,814,147,14,49,389,345,44,9
3.9049E+11,710,543,73,1,93,50,283,225,58,707,612,62,1,32,285,257,28,3
3.9049E+11,1011,754,135,44,78,72,405,343,62,1074,865,78,83,48,405,387,18,17
3.9049E+11,668,536,80,7,45,39,313,288,25,731,662,54,1,14,314,299,15,3
3.9049E+11,1212,1051,64,20,77,42,520,472,48,1094,1036,28,7,23,516,500,16,8
3.9049E+11,1092,696,261,20,115,80,505,417,88,1226,796,329,47,54,500,447,53,24
3.9049E+11,607,461,96,10,40,44,261,229,32,600,477,105,3,15,268,248,20,8
3.9049E+11,890,661,140,32,57,38,380,321,59,969,835,86,2,46,384,354,30,8
3.9049E+11,901,764,90,2,45,58,469,356,113,988,876,68,1,43,486,422,64,34
3.9049E+11,866,661,134,25,46,43,452,372,80,944,791,105,9,39,443,409,34,16
3.9049E+11,1089,824,177,26,62,43,460,391,69,1112,908,157,11,36,463,435,28,21
3.9049E+11,874,657,110,27,80,58,362,326,36,911,702,137,49,23,361,347,14,9
3.9049E+11,1188,622,408,32,126,105,540,430,110,1309,762,425,27,95,531,473,58,41
3.9049E+11,733,354,301,1,77,64,347,254,93,786,374,327,20,65,353,301,52,31
3.9049E+11,737,568,95,10,64,19,350,237,113,985,890,41,8,46,333,296,37,16
3.9049E+11,805,623,124,2,56,24,393,269,124,1021,894,95,1,31,418,345,73,5
3.9049E+11,687,576,63,13,35,7,329,252,77,752,689,40,7,16,338,288,50,3
3.9049E+11,710,608,56,4,42,30,303,239,64,707,673,21,0,13,315,256,59,5
3.9049E+11,734,606,100,2,26,7,335,244,91,863,767,36,18,42,334,290,44,7
3.9049E+11,1188,897,205,15,71,24,536,394,142,1470,1239,174,5,52,584,465,119,5
3.9049E+11,344,182,143,0,19,4,328,215,113,777,544,207,6,20,467,421,46,42
3.9049E+11,1570,546,919,20,85,27,585,523,62,1634,707,585,4,338,658,568,90,14
3.9049E+11,358,271,77,0,10,9,219,188,31,590,507,54,5,24,339,312,27,12
3.9049E+11,931,795,89,13,34,35,572,518,54,897,761,84,11,41,576,508,68,30
3.9049E+11,1653,1520,50,45,38,29,1210,1056,154,1715,1500,158,33,24,1082,998,84,30
3.9049E+11,497,56,413,4,24,3,291,187,104,649,54,563,6,26,294,227,67,11
3.9049E+11,869,127,694,6,42,30,354,240,114,850,102,719,1,28,392,281,111,4
3.9049E+11,961,304,628,4,25,12,487,323,164,1047,204,790,8,45,543,356,187,21
3.9049E+11,727,187,516,5,19,13,426,302,124,933,110,797,6,20,430,340,90,6
3.9049E+11,1362,92,1216,2,52,19,880,565,315,1935,102,1778,5,50,925,706,219,37
3.9049E+11,722,38,657,1,26,10,396,293,103,753,35,680,3,35,388,325,63,9
3.9049E+11,633,47,545,0,41,20,358,238,120,817,27,756,0,34,367,292,75,6
3.9049E+11,796,92,660,6,38,14,394,292,102,976,37,914,0,25,408,346,62,16
3.9049E+11,632,37,571,1,23,23,373,300,73,772,34,686,34,18,375,342,33,8
3.9049E+11,782,26,724,1,31,6,443,362,81,906,29,838,1,38,442,392,50,19
3.9049E+11,648,43,562,2,41,24,364,262,102,857,51,787,1,18,363,319,44,17
3.9049E+11,440,35,372,5,28,13,247,153,94,645,35,593,1,16,256,203,53,7
3.9049E+11,692,92,548,1,51,8,318,224,94,752,102,625,7,18,313,261,52,22
3.9049E+11,419,56,306,3,54,8,281,147,134,670,59,585,1,25,294,223,71,11
3.9049E+11,615,50,522,1,42,20,298,217,81,775,69,675,2,29,303,247,56,11
3.9049E+11,880,313,515,0,52,9,486,334,152,1161,478,603,15,65,503,420,83,18
3.9049E+11,904,260,557,2,85,36,499,343,156,1214,392,776,8,38,516,414,102,10
3.9049E+11,597,332,223,1,41,27,313,226,87,733,491,217,2,23,317,277,40,14
3.9049E+11,589,323,240,7,19,9,287,214,73,710,405,263,0,42,287,269,18,24
3.9049E+11,714,463,213,2,36,23,327,276,51,839,607,196,1,35,329,301,28,7
3.9049E+11,642,462,139,4,37,10,280,226,54,688,548,109,8,23,285,250,35,17
3.9049E+11,867,720,112,8,27,20,430,392,38,758,689,42,11,16,433,406,27,11
3.9049E+11,1099,1043,22,18,16,23,738,664,74,1127,1066,39,9,13,746,689,57,17
3.9049E+11,1663,1531,53,42,37,37,1157,1058,99,1261,1188,19,23,31,829,762,67,24
3.9049E+11,730,688,20,6,16,17,468,413,55,798,741,27,7,23,477,431,46,16
3.9049E+11,564,514,32,1,17,14,310,283,27,608,553,30,9,16,324,301,23,5
3.9049E+11,1254,1128,69,18,39,24,722,660,62,1443,1269,75,20,79,739,668,71,27
3.9049E+11,939,785,74,17,63,41,525,438,87,1095,1010,47,7,31,511,446,65,24
3.9049E+11,1291,1188,55,9,39,20,665,597,68,1556,1451,58,5,42,675,623,52,26
3.9049E+11,660,102,497,8,53,17,329,237,92,874,149,660,15,50,330,301,29,20
3.9049E+11,643,245,358,10,30,17,317,274,43,775,283,453,11,28,322,301,21,18
3.9049E+11,596,151,396,8,41,7,276,221,55,649,286,344,1,18,273,245,28,6
3.9049E+11,647,100,522,4,21,8,307,217,90,862,185,653,5,19,306,269,37,15
3.9049E+11,590,232,328,0,30,25,252,203,49,661,331,274,3,53,260,235,25,12
3.9049E+11,1134,466,571,7,90,32,462,380,82,1308,535,680,6,87,472,443,29,13
3.9049E+11,621,483,100,1,37,13,307,244,63,785,661,103,4,17,309,288,21,10
3.9049E+11,505,413,63,0,29,10,273,205,68,662,580,55,5,22,272,233,39,14
3.9049E+11,695,464,200,3,28,18,388,274,114,785,555,160,1,69,379,309,70,16
3.9049E+11,759,610,87,4,58,22,418,296,122,987,884,54,5,44,430,352,78,33
3.9049E+11,439,352,64,0,23,21,244,169,75,628,537,55,5,31,279,227,52,13
3.9049E+11,1796,1545,45,139,67,70,836,795,41,1778,1612,37,81,48,794,763,31,23
3.9049E+11,627,580,9,30,8,13,226,217,9,611,562,7,35,7,181,180,1,4
3.9049E+11,1499,1211,75,166,47,36,909,860,49,899,782,15,84,18,487,424,63,24
3.9049E+11,1239,1082,21,110,26,19,578,565,13,1391,1284,12,72,23,677,648,29,15
3.9049E+11,1366,1105,37,149,75,84,812,729,83,1109,913,16,162,18,587,552,35,31
3.9049E+11,1188,539,49,554,46,29,631,565,66,840,640,25,143,32,556,442,114,14
3.9049E+11,7077,5135,202,1527,213,133,3238,2953,285,2071,1620,77,338,36,1099,911,188,29
3.9049E+11,2016,1269,53,621,73,30,872,834,38,1875,1480,36,329,30,940,809,131,29
3.9049E+11,2846,2363,125,163,195,256,1485,1344,141,687,671,1,10,5,304,281,23,32
3.9049E+11,1624,1500,14,69,41,13,641,614,27,2180,2081,34,55,10,791,759,32,26
3.9049E+11,1704,1462,27,191,24,14,523,509,14,1298,1199,11,71,17,392,380,12,7
3.9049E+11,2651,2392,29,199,31,41,847,840,7,2269,2080,47,126,16,666,650,16,18
3.9049E+11,1255,1189,2,48,16,10,455,440,15,1324,1252,3,52,17,457,448,9,10
3.9049E+11,1074,990,10,49,25,10,427,413,14,972,955,4,13,0,420,412,8,5
3.9049E+11,980,930,2,21,27,22,448,429,19,975,937,4,26,8,452,436,16,1
3.9049E+11,1130,1051,14,51,14,26,478,457,21,1072,1036,4,21,11,470,449,21,16
3.9049E+11,682,592,20,42,28,20,329,303,26,588,539,11,36,2,267,258,9,6
3.9049E+11,1365,1298,7,43,17,12,534,517,17,1362,1297,10,37,18,531,514,17,9
3.9049E+11,1023,916,3,73,31,11,445,420,25,1035,961,7,59,8,447,440,7,2
3.9049E+11,1016,906,4,83,23,21,417,402,15,1117,1048,4,54,11,415,406,9,10
3.9049E+11,1296,1140,13,108,35,22,666,606,60,1238,1168,9,50,11,661,628,33,5
3.9049E+11,1054,982,6,55,11,14,491,468,23,1086,1024,5,45,12,496,488,8,12
3.9049E+11,968,852,17,77,22,16,424,410,14,967,884,10,46,27,422,412,10,22
3.9049E+11,646,598,7,25,16,22,305,292,13,678,653,5,9,11,306,296,10,5
3.9049E+11,661,617,2,25,17,10,306,297,9,677,645,4,13,15,306,298,8,13
3.9049E+11,814,755,10,33,16,19,367,352,15,850,804,11,21,14,365,361,4,3
3.9049E+11,693,642,2,41,8,5,317,304,13,659,637,0,11,11,317,306,11,2
3.9049E+11,750,683,2,27,38,21,325,305,20,751,718,4,17,12,327,314,13,11
3.9049E+11,1152,1062,13,46,31,23,521,496,25,1168,1122,1,20,25,476,466,10,7
3.9049E+11,1793,1641,6,131,15,12,764,720,44,1872,1713,2,138,19,749,723,26,17
3.9049E+11,1312,1042,28,175,67,26,567,547,20,1259,1085,16,141,17,553,532,21,24
3.9049E+11,1480,1222,82,95,81,36,758,723,35,1612,1435,64,76,37,758,746,12,25
3.9049E+11,1162,991,70,60,41,48,628,597,31,1121,1061,24,22,14,628,618,10,13
3.9049E+11,1147,1033,36,42,36,23,547,526,21,1188,1114,19,30,25,551,542,9,16
3.9049E+11,1091,673,76,296,46,66,687,641,46,2044,1485,112,374,73,1293,1247,46,55
3.9049E+11,1059,644,77,243,95,123,580,548,32,0,0,0,0,0,0,0,0,0
3.9049E+11,835,663,68,69,35,34,580,518,62,801,634,37,87,43,564,500,64,36
3.9049E+11,1529,1286,77,90,76,46,727,692,35,1523,1413,33,50,27,730,718,12,29
3.9049E+11,1642,999,96,302,245,256,1048,959,89,1510,1176,44,246,44,1050,1005,45,35
3.9049E+11,1291,985,90,140,76,95,773,719,54,1333,1060,40,152,81,776,756,20,87
3.9049E+11,1058,831,67,70,90,115,574,515,59,1210,1088,30,56,36,676,650,26,64
3.9049E+11,1917,1615,86,153,63,54,783,748,35,2014,1740,60,156,58,768,752,16,37
3.9049E+11,1839,1337,106,180,216,279,751,716,35,1730,1423,70,168,69,762,743,19,88
3.9049E+11,1658,1069,108,378,103,92,743,706,37,1479,1263,41,131,44,666,621,45,57
3.9049E+11,1968,1316,264,169,219,208,887,809,78,1766,1334,79,278,75,890,810,80,51
3.9049E+11,2297,1743,89,320,145,181,1152,1051,101,2057,1707,36,221,93,1086,1005,81,82
3.9049E+11,1473,1037,148,167,121,158,559,539,20,1424,1170,56,150,48,560,553,7,51
3.9049E+11,2704,2160,86,395,63,34,1087,976,111,1214,1116,23,37,38,470,461,9,28
3.9049E+11,2371,1771,201,137,262,347,1044,990,54,2329,1945,104,149,131,1046,1012,34,191
3.9049E+11,1441,1205,82,39,115,91,583,564,19,1506,1336,46,68,56,583,569,14,45
3.9049E+11,809,618,58,62,71,75,431,402,29,804,652,59,51,42,431,407,24,25
3.9049E+11,1488,1218,115,94,61,67,646,611,35,1563,1356,78,68,61,655,639,16,38
3.9049E+11,684,477,47,93,67,77,388,339,49,791,601,33,109,48,442,431,11,42
3.9049E+11,1649,1362,50,192,45,29,638,617,21,1679,1354,58,234,33,602,594,8,28
3.9049E+11,1600,1408,48,70,74,65,608,591,17,1647,1483,43,83,38,583,572,11,29
3.9049E+11,674,599,9,58,8,9,224,222,2,868,804,28,33,3,252,252,0,8
3.9049E+11,1587,1184,97,200,106,85,859,779,80,1517,1306,53,103,55,784,759,25,56
3.9049E+11,1218,874,63,242,39,30,736,637,99,1186,977,22,173,14,855,721,134,11
3.9049E+11,1515,1199,104,123,89,136,617,584,33,1199,962,81,84,72,450,440,10,45
3.9049E+11,969,729,31,176,33,37,349,341,8,1031,827,14,152,38,344,342,2,2
3.9049E+11,1777,1289,196,81,211,268,732,673,59,1798,1475,118,111,94,733,712,21,79
3.9049E+11,815,743,14,29,29,17,310,307,3,853,817,7,19,10,295,293,2,5
3.9049E+11,788,714,10,53,11,9,319,305,14,864,792,4,57,11,312,305,7,9
3.9049E+11,2147,1755,55,267,70,65,1377,1272,105,1956,1614,46,240,56,1178,1078,100,50
3.9049E+11,2027,1901,42,47,37,24,757,733,24,2028,1912,36,53,27,744,728,16,30
3.9049E+11,2743,2358,77,253,55,74,1041,972,69,2075,1980,12,73,10,721,713,8,27
3.9049E+11,2072,1814,50,159,49,49,764,749,15,2213,1980,33,176,24,730,720,10,13
3.9049E+11,1750,1576,29,111,34,24,710,690,20,1837,1659,27,132,19,692,678,14,17
3.9049E+11,564,515,8,31,10,15,230,222,8,622,563,8,40,11,222,212,10,8
3.9049E+11,2610,2196,116,214,84,79,1024,987,37,2668,2338,80,158,92,923,905,18,70
3.9049E+11,1702,1380,54,229,39,36,595,583,12,1826,1558,46,195,27,548,540,8,34
3.9049E+11,927,801,39,45,42,48,390,384,6,1022,918,15,63,26,392,378,14,26
3.9049E+11,1098,955,50,51,42,37,411,400,11,1259,1111,41,91,16,434,427,7,14
3.9049E+11,1652,1417,69,81,85,81,635,620,15,1724,1571,56,56,41,636,625,11,26
3.9049E+11,2098,1654,79,270,95,43,1103,1035,68,2200,1874,68,189,69,1167,1122,45,42
3.9049E+11,1575,1096,73,294,112,88,956,871,85,1393,1002,52,313,26,901,813,88,23
3.9049E+11,1569,1294,75,121,79,85,847,791,56,1011,925,35,32,19,448,435,13,7
3.9049E+11,1028,866,28,122,12,19,575,549,26,1000,911,12,55,22,575,564,11,12
3.9049E+11,978,770,31,113,64,27,450,434,16,1325,1142,20,132,31,648,626,22,22
3.9049E+11,714,541,50,45,78,117,377,338,39,669,587,22,38,22,376,349,27,24
3.9049E+11,691,670,0,9,12,7,260,248,12,704,699,1,2,2,267,258,9,5
3.9049E+11,1009,933,8,40,28,15,532,483,49,1048,979,22,36,11,532,505,27,14
3.9049E+11,966,905,17,23,21,10,507,473,34,964,932,4,15,13,502,488,14,17
3.9049E+11,835,767,5,47,16,11,376,359,17,859,806,1,42,10,380,373,7,10
3.9049E+11,1046,980,1,46,19,18,392,382,10,1030,986,1,17,26,396,390,6,9
3.9049E+11,1026,988,5,10,23,24,358,352,6,1040,1021,4,6,9,357,355,2,14
3.9049E+11,778,637,9,102,30,24,458,369,89,786,643,22,106,15,416,396,20,19
3.9049E+11,774,590,6,149,29,20,383,358,25,772,640,22,101,9,377,357,20,16
3.9049E+11,959,928,2,13,16,15,346,340,6,950,936,0,9,5,345,339,6,8
3.9049E+11,846,816,0,12,18,16,363,344,19,883,858,1,10,14,365,359,6,13
3.9049E+11,879,870,1,6,2,13,321,298,23,866,855,0,5,6,321,315,6,6
3.9049E+11,962,919,6,30,7,10,384,360,24,793,762,4,21,6,308,303,5,6
3.9049E+11,1422,1367,9,26,20,17,594,579,15,1377,1335,6,20,16,595,582,13,4
3.9049E+11,1481,1430,14,16,21,23,615,595,20,1471,1447,9,11,4,618,606,12,10
3.9049E+11,1000,945,26,15,14,11,449,378,71,1030,998,9,17,6,482,434,48,6
3.9049E+11,1469,1300,52,51,66,33,741,706,35,1504,1371,67,35,31,729,699,30,24
3.9049E+11,1197,1132,31,5,29,26,555,522,33,1212,1166,23,10,13,548,522,26,15
3.9049E+11,566,532,10,18,6,4,284,271,13,611,571,8,25,7,285,275,10,2
3.9049E+11,963,909,25,12,17,10,409,393,16,883,841,21,10,11,273,266,7,8
3.9049E+11,985,930,3,27,25,19,355,354,1,1081,1033,3,22,23,385,382,3,12
3.9049E+11,876,848,3,11,14,13,329,323,6,969,913,1,47,8,365,358,7,8
3.9049E+11,1285,1209,34,30,12,8,525,501,24,1363,1273,33,42,15,528,521,7,10
3.9049E+11,862,681,87,32,62,40,377,349,28,854,734,48,52,20,380,364,16,4
3.9049E+11,681,637,10,11,23,10,298,280,18,693,674,4,7,8,298,291,7,3
3.9049E+11,1132,1073,15,18,26,15,515,495,20,1196,1133,10,19,34,518,511,7,18
3.9049E+11,1008,982,2,9,15,20,467,457,10,1107,1079,4,10,14,466,458,8,15
3.9049E+11,1580,789,600,53,138,76,1077,855,222,1705,1118,345,135,107,1075,994,81,53
3.9049E+11,1747,1638,52,22,35,26,1097,1011,86,1834,1745,39,23,27,1020,970,50,13
3.9049E+11,857,805,17,11,24,15,453,439,14,937,903,13,10,11,450,437,13,5
3.9049E+11,1019,950,35,12,22,18,523,498,25,1112,1049,37,11,15,521,516,5,14
3.9049E+11,858,791,7,30,30,7,355,340,15,852,803,5,32,12,360,351,9,4
3.9049E+11,672,657,2,6,7,4,296,279,17,631,606,0,10,15,297,285,12,7
3.9049E+11,738,469,165,15,89,120,474,326,148,972,697,104,47,124,500,471,29,144
3.9049E+11,754,579,100,22,53,40,398,355,43,772,674,60,21,17,383,357,26,23
3.9049E+11,962,381,320,19,242,300,542,386,156,1177,661,203,81,232,529,482,47,356
3.9049E+11,977,852,65,8,52,35,438,427,11,948,863,32,15,38,426,410,16,34
3.9049E+11,903,594,239,32,38,31,392,376,16,872,734,99,27,12,398,390,8,8
3.9049E+11,800,404,268,36,92,118,375,315,60,862,548,170,30,114,374,333,41,88
3.9049E+11,753,497,195,15,46,45,345,314,31,763,619,120,5,19,344,334,10,10
3.9049E+11,825,572,201,25,27,36,356,338,18,743,650,63,10,20,312,306,6,10
3.9049E+11,1891,1222,535,38,96,74,755,731,24,1965,1667,233,12,53,822,796,26,44
3.9049E+11,1786,753,862,36,135,90,1114,934,180,1959,1177,506,166,110,1122,1070,52,55
3.9049E+11,1164,295,727,36,106,162,494,460,34,1021,414,498,27,82,509,468,41,54
3.9049E+11,644,263,305,16,60,69,302,284,18,682,467,117,30,68,331,310,21,31
3.9049E+11,1379,783,482,69,45,72,566,526,40,1394,1050,259,36,49,567,541,26,26
3.9049E+11,1063,463,465,15,120,170,420,381,39,1052,684,243,29,96,419,408,11,42
3.9049E+11,1137,389,508,39,201,260,441,400,41,911,609,224,23,55,413,400,13,37
3.9049E+11,862,456,331,17,58,71,406,397,9,820,601,151,42,26,408,392,16,27
3.9049E+11,1215,411,651,44,109,89,509,481,28,1177,566,502,55,54,469,448,21,24
3.9049E+11,645,256,296,26,67,71,292,281,11,589,390,141,27,31,292,280,12,20
3.9049E+11,1081,548,445,37,51,31,440,420,20,1139,865,192,43,39,441,436,5,25
3.9049E+11,1310,509,642,55,104,69,452,422,30,1214,727,393,34,60,428,413,15,43
3.9049E+11,859,355,430,28,46,45,329,318,11,903,510,317,47,29,329,323,6,20
3.9049E+11,886,448,371,26,41,70,357,344,13,821,544,213,25,39,355,342,13,28
3.9049E+11,2014,608,1250,20,136,286,804,707,97,1632,685,766,16,165,686,639,47,161
3.9049E+11,903,219,602,4,78,71,442,397,45,919,433,426,14,46,440,422,18,14
3.9049E+11,1054,279,671,6,98,88,594,520,74,1133,404,595,15,119,628,560,68,90
3.9049E+11,1286,338,803,11,134,150,738,601,137,1364,348,833,42,141,732,678,54,75
3.9049E+11,1167,640,445,22,60,69,562,537,25,1150,820,197,27,106,520,491,29,51
3.9049E+11,972,687,202,16,67,55,425,402,23,1030,901,78,23,28,426,419,7,26
3.9049E+11,1336,682,527,19,108,102,522,479,43,1206,866,282,17,41,494,467,27,17
3.9049E+11,1027,781,176,31,39,44,434,417,17,1154,982,108,44,20,498,484,14,17
3.9049E+11,1154,557,534,13,50,39,463,442,21,1130,806,219,25,80,479,463,16,32
3.9049E+11,798,583,177,9,29,21,352,337,15,797,651,110,14,22,333,328,5,25
3.9049E+11,1370,1013,288,18,51,39,645,619,26,1367,1164,145,21,37,614,597,17,16
3.9049E+11,680,518,103,6,53,43,289,279,10,678,585,64,7,22,268,264,4,11
3.9049E+11,1264,804,370,27,63,47,581,555,26,1308,1116,142,17,33,612,593,19,18
3.9049E+11,1382,436,673,31,242,252,579,525,54,1369,733,553,9,74,581,553,28,87
3.9049E+11,1858,772,914,32,140,188,1079,909,170,1792,1303,364,37,88,1061,986,75,55
3.9049E+11,2113,818,1006,49,240,303,1100,1015,85,1945,1202,573,56,114,1051,943,108,98
3.9049E+11,1942,1845,14,58,25,16,872,828,44,1884,1806,9,53,16,821,804,17,9
3.9049E+11,802,767,10,12,13,12,466,431,35,802,770,11,15,6,450,433,17,4
3.9049E+11,1271,1120,92,15,44,32,575,550,25,1379,1302,33,23,21,594,581,13,13
3.9049E+11,1212,1094,57,39,22,6,437,428,9,1303,1247,17,25,14,428,423,5,14
3.9049E+11,1592,1519,28,19,26,19,584,566,18,1777,1701,24,37,15,583,578,5,9
3.9049E+11,859,442,305,12,100,96,594,543,51,830,612,140,39,39,610,568,42,23
3.9049E+11,1442,474,646,18,304,381,674,557,117,1463,875,450,54,84,716,669,47,70
3.9049E+11,876,537,296,11,32,21,375,362,13,862,705,98,5,54,377,366,11,18
3.9049E+11,806,548,229,6,23,16,324,316,8,736,636,68,8,24,313,306,7,19
3.9049E+11,2120,1929,104,23,64,44,415,389,26,2145,2004,80,24,37,458,443,15,27
3.9049E+11,1862,1708,61,34,59,57,701,686,15,2021,1907,52,31,31,693,688,5,36
3.9049E+11,1587,1477,49,16,45,23,743,704,39,1705,1659,11,2,33,744,726,18,31
3.9049E+11,1427,1293,64,19,51,24,553,537,16,1458,1379,35,15,29,549,546,3,6
3.9049E+11,1496,1406,44,11,35,32,671,626,45,1581,1501,31,19,30,672,653,19,26
3.9049E+11,2062,1794,59,165,44,68,1006,923,83,2107,1830,64,156,57,957,885,72,38
3.9049E+11,2711,1979,319,144,269,351,1371,1267,104,2257,1874,163,97,123,1116,1058,58,67
3.9049E+11,1336,1124,77,113,22,45,690,665,25,940,853,17,54,16,370,352,18,12
3.9049E+11,1704,1141,217,293,53,71,827,762,65,1576,1316,99,104,57,829,753,76,46
3.9049E+11,1345,1021,135,136,53,37,824,716,108,1305,1056,112,105,32,773,683,90,37
3.9049E+11,2565,1882,163,435,85,79,1033,1004,29,2210,1867,109,176,58,761,738,23,56
3.9049E+11,1336,1091,103,105,37,36,488,478,10,1386,1135,97,112,42,478,471,7,33
3.9049E+11,2391,1757,294,131,209,273,1184,1105,79,2063,1775,154,66,68,1179,1086,93,47
3.9049E+11,2863,2266,282,178,137,130,1267,1211,56,2841,2394,220,135,92,1246,1210,36,54
3.9049E+11,2809,2087,257,344,121,167,1168,1126,42,2369,1984,187,144,54,1038,1003,35,50
3.9049E+11,2267,876,1147,96,148,165,756,727,29,1500,869,498,52,81,571,542,29,34
3.9049E+11,1607,1271,254,23,59,47,697,664,33,1551,1432,70,7,42,721,650,71,12
3.9049E+11,1557,716,646,96,99,182,649,585,64,956,621,233,78,24,327,318,9,19
